ad-name;target;Hypothesis 1;Hypothesis 2;Hypothesis 3;Teaser;English;French;video;campaign 1;campaign 2;campaign 3;initial exposure;returning after interaction;returning after video;entrepreneur (audience);Cost;Impressions;Post shares;Post reactions;Post comments;Link clicks;Post engagements;Landing page views;Three-second video views;Video watches at 50%;Video watches at 75%;Video watches at 95%;Video watches at 100%
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_interaction-none-can-all-65+;0;37;0;0;0;59;0;0;0;1;0;1;0;0;0.29;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_interaction-none-can-all-65+;38;0;0;0;0;60;0;0;0;1;0;1;0;0;5.13;300;0;3;0;3;6;1;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_interaction-none-can-all-65+;0;38;0;0;0;60;0;0;0;1;0;1;0;0;0.79;58;0;0;0;1;1;1;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_interaction-none-can-all-65+;37;0;0;0;0;59;0;0;0;1;0;1;0;0;0.05;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_interaction-none-can-all-65+;0;0;37;0;0;59;0;0;0;1;0;1;0;0;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.01;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.34;38;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.03;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.3;35;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.22;23;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0.11;18;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;41;0;0;0;0;63;0;0;0;1;0;0;1;0;0.02;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.17;29;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.57;79;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.15;35;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.05;14;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.01;7;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.01;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.21;19;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;33;0;0;0;55;0;0;0;1;0;0;1;0;0.46;41;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.02;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.26;36;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.06;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.44;54;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.03;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;38;0;0;0;0;60;0;0;0;1;0;0;1;0;7.54;735;0;0;0;2;2;2;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.56;47;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-25-34;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.02;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-25-34;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.04;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.08;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.05;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.25;39;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.02;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.73;81;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.45;55;0;0;0;1;1;1;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0.03;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.04;15;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0.07;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.12;21;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0.02;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.34;76;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.3;63;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.11;25;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.21;42;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.03;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.01;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.01;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;33;0;0;0;55;0;0;0;1;0;0;1;0;0.5;49;0;0;0;1;1;1;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.02;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.31;55;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.22;26;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.1;21;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.07;11;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;38;0;0;0;0;60;0;0;0;1;0;0;1;0;6.63;779;0;1;0;2;3;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.96;103;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-35-44;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.06;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.04;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-35-44;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.16;29;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.01;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.01;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.43;76;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.23;48;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.52;65;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0.02;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.03;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0;6;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;41;0;0;0;0;63;0;0;0;1;0;0;1;0;0.02;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.04;12;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.22;50;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.25;39;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.06;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.02;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.12;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.01;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.03;6;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;33;0;0;0;55;0;0;0;1;0;0;1;0;1.02;135;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.02;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.09;25;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.05;13;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.28;49;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;38;0;0;0;0;60;0;0;0;1;0;0;1;0;7.83;1075;0;0;0;5;5;1;0;0;0;0;0
entrepreneur_portraits-thompson_tran-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.5;66;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h1-infography-darkpost-en;ret_videoviews-none-can-all-45-54;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.06;10;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h2-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.03;13;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tim_coldwell-h3-infography-darkpost-en;ret_videoviews-none-can-all-45-54;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.04;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-anie_rouleau-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.11;25;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.36;59;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-bill_spenceley-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.03;9;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.25;57;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-lil_macpherson-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.22;37;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;38;0;0;0;0;60;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;38;0;0;0;60;0;0;0;1;0;0;1;0;0.02;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matt_jamieson-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;38;0;0;60;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;41;0;0;0;0;63;0;0;0;1;0;0;1;0;0.03;4;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;41;0;0;0;63;0;0;0;1;0;0;1;0;0.07;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-matthieu_bonneau-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;41;0;0;63;0;0;0;1;0;0;1;0;0.01;3;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.28;64;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.34;50;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-mike_beamish-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.09;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;37;0;0;0;59;0;0;0;1;0;0;1;0;0.01;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-naomie_caron-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;37;0;0;59;0;0;0;1;0;0;1;0;0.06;16;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-natalie_voland-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;33;0;0;0;0;55;0;0;0;1;0;0;1;0;0.22;35;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;33;0;0;0;55;0;0;0;1;0;0;1;0;0.19;35;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-paul_rak-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;33;0;0;55;0;0;0;1;0;0;1;0;0.03;8;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;39;0;0;0;0;61;0;0;0;1;0;0;1;0;0.08;23;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h2-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;39;0;0;0;61;0;0;0;1;0;0;1;0;0.17;38;0;0;0;0;0;0;0;0;0;0;0
entrepreneur_portraits-tabitha_langel-h3-infography-darkpost-en;ret_videoviews-none-can-all-55-64;0;0;39;0;0;61;0;0;0;1;0;0;1;0;0.54;86;0;0;0;1;1;0;0;0;0;0;0
entrepreneur_portraits-teresa_reid_-h1-infography-darkpost-en;ret_videoviews-none-can-all-55-64;37;0;0;0;0;59;0;0;0;1;0;0;1;0;0.05;10;0;0;0;0;0;0;0;0;0;0;0
